session_type,year,lap_length,position,driver_name,driver_number,average_lap_time,track_temperature,pressure,rainfall,wind_speed,wind_direction,humidity,air_temperature
Practice 2,2025,5.412,12,Liam LAWSON,30,145.38819230769226,33.7,1002.3,0,0.8,9,49.0,29.1
Practice 2,2025,5.412,13,Gabriel BORTOLETO,5,158.22129166666664,33.7,1002.3,0,0.8,9,49.0,29.1
Practice 2,2025,5.412,14,Jack DOOHAN,7,143.64626923076926,33.7,1002.3,0,0.8,9,49.0,29.1
Practice 2,2025,5.412,15,Fernando ALONSO,14,199.57994444444444,33.7,1002.3,0,0.8,9,49.0,29.1
Practice 2,2025,5.412,16,Esteban OCON,31,146.37384615384616,33.7,1002.3,0,0.8,9,49.0,29.1
Practice 2,2025,5.412,17,Pierre GASLY,10,144.26157692307694,33.7,1002.3,0,0.8,9,49.0,29.1
Practice 2,2025,5.412,18,Yuki TSUNODA,22,156.93708333333333,33.7,1002.3,0,0.8,9,49.0,29.1
Practice 2,2025,5.412,19,Lance STROLL,18,143.16919230769233,33.7,1002.3,0,0.8,9,49.0,29.1
Practice 2,2025,5.412,20,Nico HULKENBERG,27,166.22539130434782,33.7,1002.3,0,0.8,9,49.0,29.1
Practice 3,2025,5.412,1,Oscar PIASTRI,81,218.24483333333333,39.3,1001.7,0,3.4,11,47.0,29.8
Practice 3,2025,5.412,2,Lando NORRIS,4,169.00294117647059,39.3,1001.7,0,3.4,11,47.0,29.8
Practice 3,2025,5.412,3,Charles LECLERC,16,178.49672222222225,39.3,1001.7,0,3.4,11,47.0,29.8
Practice 3,2025,5.412,4,George RUSSELL,63,184.6938181818182,39.3,1001.7,0,3.4,11,47.0,29.8
Practice 3,2025,5.412,5,Kimi ANTONELLI,12,212.95309090909095,39.3,1001.7,0,3.4,11,47.0,29.8
Practice 3,2025,5.412,6,Pierre GASLY,10,186.1121875,39.3,1001.7,0,3.4,11,47.0,29.8
Practice 3,2025,5.412,7,Isack HADJAR,6,172.09485714285714,39.3,1001.7,0,3.4,11,47.0,29.8
Practice 3,2025,5.412,8,Max VERSTAPPEN,1,235.20041666666665,39.3,1001.7,0,3.4,11,47.0,29.8
Practice 3,2025,5.412,9,Carlos SAINZ,55,185.93657142857145,39.3,1001.7,0,3.4,11,47.0,29.8
Practice 3,2025,5.412,10,Lewis HAMILTON,44,207.36176470588234,39.3,1001.7,0,3.4,11,47.0,29.8
Practice 3,2025,5.412,11,Esteban OCON,31,229.18193750000006,39.3,1001.7,0,3.4,11,47.0,29.8
Practice 3,2025,5.412,12,Jack DOOHAN,7,190.65374999999997,39.3,1001.7,0,3.4,11,47.0,29.8
Practice 3,2025,5.412,13,Liam LAWSON,30,180.87123076923075,39.3,1001.7,0,3.4,11,47.0,29.8
Practice 3,2025,5.412,14,Fernando ALONSO,14,157.0219411764706,39.3,1001.7,0,3.4,11,47.0,29.8
Practice 3,2025,5.412,15,Alexander ALBON,23,170.07026666666667,39.3,1001.7,0,3.4,11,47.0,29.8
Practice 3,2025,5.412,16,Oliver BEARMAN,87,219.46688235294116,39.3,1001.7,0,3.4,11,47.0,29.8
Practice 3,2025,5.412,17,Lance STROLL,18,186.42707142857142,39.3,1001.7,0,3.4,11,47.0,29.8
Practice 3,2025,5.412,18,Gabriel BORTOLETO,5,194.76406666666668,39.3,1001.7,0,3.4,11,47.0,29.8
Practice 3,2025,5.412,19,Nico HULKENBERG,27,124.63019999999999,39.3,1001.7,0,3.4,11,47.0,29.8
Practice 3,2025,5.412,20,Yuki TSUNODA,22,210.46528571428573,39.3,1001.7,0,3.4,11,47.0,29.8
Qualifying,2025,5.412,1,Oscar PIASTRI,81,298.36323076923077,30.6,1004.6,0,2.5,17,53.0,26.6
Qualifying,2025,5.412,2,George RUSSELL,63,209.66394444444447,30.6,1004.6,0,2.5,17,53.0,26.6
Qualifying,2025,5.412,3,Charles LECLERC,16,275.1797857142858,30.6,1004.6,0,2.5,17,53.0,26.6
Qualifying,2025,5.412,4,Kimi ANTONELLI,12,214.17217647058825,30.6,1004.6,0,2.5,17,53.0,26.6
Qualifying,2025,5.412,5,Pierre GASLY,10,240.27168749999998,30.6,1004.6,0,2.5,17,53.0,26.6
Qualifying,2025,5.412,6,Lando NORRIS,4,249.57826666666668,30.6,1004.6,0,2.5,17,53.0,26.6
Qualifying,2025,5.412,7,Max VERSTAPPEN,1,277.54435714285717,30.6,1004.6,0,2.5,17,53.0,26.6
Qualifying,2025,5.412,8,Carlos SAINZ,55,239.9481875,30.6,1004.6,0,2.5,17,53.0,26.6
Qualifying,2025,5.412,9,Lewis HAMILTON,44,249.67806666666664,30.6,1004.6,0,2.5,17,53.0,26.6
Qualifying,2025,5.412,10,Yuki TSUNODA,22,271.73192857142857,30.6,1004.6,0,2.5,17,53.0,26.6
Qualifying,2025,5.412,11,Jack DOOHAN,7,245.62545454545455,30.6,1004.6,0,2.5,17,53.0,26.6
Qualifying,2025,5.412,12,Isack HADJAR,6,258.68350000000004,30.6,1004.6,0,2.5,17,53.0,26.6
Qualifying,2025,5.412,13,Fernando ALONSO,14,219.37223076923075,30.6,1004.6,0,2.5,17,53.0,26.6
Qualifying,2025,5.412,14,Esteban OCON,31,187.66916666666665,30.6,1004.6,0,2.5,17,53.0,26.6
Qualifying,2025,5.412,15,Alexander ALBON,23,177.22,30.6,1004.6,0,2.5,17,53.0,26.6
Qualifying,2025,5.412,16,Nico HULKENBERG,27,193.61453333333333,30.6,1004.6,0,2.5,17,53.0,26.6
Qualifying,2025,5.412,17,Liam LAWSON,30,168.1828,30.6,1004.6,0,2.5,17,53.0,26.6
Qualifying,2025,5.412,18,Gabriel BORTOLETO,5,142.5458,30.6,1004.6,0,2.5,17,53.0,26.6
Qualifying,2025,5.412,19,Lance STROLL,18,131.3025,30.6,1004.6,0,2.5,17,53.0,26.6
Qualifying,2025,5.412,20,Oliver BEARMAN,87,152.8438,30.6,1004.6,0,2.5,17,53.0,26.6
Race,2025,5.412,1,Oscar PIASTRI,81,99.71162,30.2,1008.4,0,1.9,27,42.0,26.9
Race,2025,5.412,2,George RUSSELL,63,100.43983673469388,30.2,1008.4,0,1.9,27,42.0,26.9
Race,2025,5.412,3,Lando NORRIS,4,100.48065306122449,30.2,1008.4,0,1.9,27,42.0,26.9
Race,2025,5.412,4,Charles LECLERC,16,99.97899999999997,30.2,1008.4,0,1.9,27,42.0,26.9
Race,2025,5.412,5,Lewis HAMILTON,44,100.10128571428572,30.2,1008.4,0,1.9,27,42.0,26.9
Race,2025,5.412,6,Max VERSTAPPEN,1,100.76472000000001,30.2,1008.4,0,1.9,27,42.0,26.9
Race,2025,5.412,7,Pierre GASLY,10,100.7955,30.2,1008.4,0,1.9,27,42.0,26.9
Race,2025,5.412,8,Esteban OCON,31,100.88860000000001,30.2,1008.4,0,1.9,27,42.0,26.9
Race,2025,5.412,9,Yuki TSUNODA,22,101.02909999999999,30.2,1008.4,0,1.9,27,42.0,26.9
Race,2025,5.412,10,Oliver BEARMAN,87,100.70087999999998,30.2,1008.4,0,1.9,27,42.0,26.9
Race,2025,5.412,11,Kimi ANTONELLI,12,101.14050000000002,30.2,1008.4,0,1.9,27,42.0,26.9
Race,2025,5.412,12,Alexander ALBON,23,100.57583999999999,30.2,1008.4,0,1.9,27,42.0,26.9
Race,2025,5.412,13,Nico HULKENBERG,27,101.28366,30.2,1008.4,0,1.9,27,42.0,26.9
Race,2025,5.412,14,Isack HADJAR,6,101.33031999999999,30.2,1008.4,0,1.9,27,42.0,26.9
Race,2025,5.412,15,Jack DOOHAN,7,101.12164000000001,30.2,1008.4,0,1.9,27,42.0,26.9
Race,2025,5.412,16,Fernando ALONSO,14,100.87707999999999,30.2,1008.4,0,1.9,27,42.0,26.9
Race,2025,5.412,17,Liam LAWSON,30,100.897,30.2,1008.4,0,1.9,27,42.0,26.9
Race,2025,5.412,18,Lance STROLL,18,101.61410000000002,30.2,1008.4,0,1.9,27,42.0,26.9
Race,2025,5.412,19,Gabriel BORTOLETO,5,101.69099999999999,30.2,1008.4,0,1.9,27,42.0,26.9
Race,2025,5.412,20,Carlos SAINZ,55,102.72761538461539,30.2,1008.4,0,1.9,27,42.0,26.9
Practice 1,2025,6.174,1,Pierre GASLY,10,158.55870833333333,43.4,1006.8,0,1.4,279,65.0,28.0
Practice 1,2025,6.174,2,Lando NORRIS,4,156.9994166666667,43.4,1006.8,0,1.4,279,65.0,28.0
Practice 1,2025,6.174,3,Charles LECLERC,16,140.5705555555556,43.4,1006.8,0,1.4,279,65.0,28.0
Practice 1,2025,6.174,4,Oscar PIASTRI,81,156.84866666666667,43.4,1006.8,0,1.4,279,65.0,28.0
Practice 1,2025,6.174,5,Alexander ALBON,23,171.85286363636362,43.4,1006.8,0,1.4,279,65.0,28.0
Practice 1,2025,6.174,6,George RUSSELL,63,183.17865,43.4,1006.8,0,1.4,279,65.0,28.0
Practice 1,2025,6.174,7,Carlos SAINZ,55,153.14936,43.4,1006.8,0,1.4,279,65.0,28.0
Practice 1,2025,6.174,8,Lewis HAMILTON,44,145.06830769230768,43.4,1006.8,0,1.4,279,65.0,28.0
Practice 1,2025,6.174,9,Max VERSTAPPEN,1,150.62492000000003,43.4,1006.8,0,1.4,279,65.0,28.0
Practice 1,2025,6.174,10,Yuki TSUNODA,22,151.03755999999998,43.4,1006.8,0,1.4,279,65.0,28.0
Practice 1,2025,6.174,11,Liam LAWSON,30,213.84961111111113,43.4,1006.8,0,1.4,279,65.0,28.0
Practice 1,2025,6.174,12,Nico HULKENBERG,27,154.70045833333336,43.4,1006.8,0,1.4,279,65.0,28.0
Practice 1,2025,6.174,13,Kimi ANTONELLI,12,163.8618260869565,43.4,1006.8,0,1.4,279,65.0,28.0
Practice 1,2025,6.174,14,Fernando ALONSO,14,160.0763043478261,43.4,1006.8,0,1.4,279,65.0,28.0
Practice 1,2025,6.174,15,Isack HADJAR,6,262.1667142857143,43.4,1006.8,0,1.4,279,65.0,28.0
Practice 1,2025,6.174,16,Jack DOOHAN,7,151.81379166666667,43.4,1006.8,0,1.4,279,65.0,28.0
Practice 1,2025,6.174,17,Lance STROLL,18,168.65886363636363,43.4,1006.8,0,1.4,279,65.0,28.0
Practice 1,2025,6.174,18,Oliver BEARMAN,87,189.22929999999997,43.4,1006.8,0,1.4,279,65.0,28.0
Practice 1,2025,6.174,19,Esteban OCON,31,193.45405,43.4,1006.8,0,1.4,279,65.0,28.0
Practice 1,2025,6.174,20,Gabriel BORTOLETO,5,169.12131818181817,43.4,1006.8,0,1.4,279,65.0,28.0
Practice 2,2025,6.174,1,Lando NORRIS,4,192.47800000000004,35.7,1007.0,0,0.9,82,39.0,31.4
Practice 2,2025,6.174,2,Oscar PIASTRI,81,182.37565,35.7,1007.0,0,0.9,82,39.0,31.4
Practice 2,2025,6.174,3,Max VERSTAPPEN,1,178.11090476190478,35.7,1007.0,0,0.9,82,39.0,31.4
Practice 2,2025,6.174,4,Charles LECLERC,16,184.6347,35.7,1007.0,0,0.9,82,39.0,31.4
Practice 2,2025,6.174,5,Carlos SAINZ,55,168.72422727272726,35.7,1007.0,0,0.9,82,39.0,31.4
Practice 2,2025,6.174,6,Yuki TSUNODA,22,161.19282352941178,35.7,1007.0,0,0.9,82,39.0,31.4
Practice 2,2025,6.174,7,George RUSSELL,63,199.9242105263158,35.7,1007.0,0,0.9,82,39.0,31.4
Practice 2,2025,6.174,8,Pierre GASLY,10,185.14305000000002,35.7,1007.0,0,0.9,82,39.0,31.4
Practice 2,2025,6.174,9,Nico HULKENBERG,27,193.42836842105262,35.7,1007.0,0,0.9,82,39.0,31.4
Practice 2,2025,6.174,10,Alexander ALBON,23,179.41942857142854,35.7,1007.0,0,0.9,82,39.0,31.4
Practice 2,2025,6.174,11,Kimi ANTONELLI,12,138.15273333333332,35.7,1007.0,0,0.9,82,39.0,31.4
Practice 2,2025,6.174,12,Isack HADJAR,6,181.43339999999998,35.7,1007.0,0,0.9,82,39.0,31.4
Practice 2,2025,6.174,13,Lewis HAMILTON,44,177.0199523809524,35.7,1007.0,0,0.9,82,39.0,31.4
Practice 2,2025,6.174,14,Liam LAWSON,30,188.73565,35.7,1007.0,0,0.9,82,39.0,31.4
Practice 2,2025,6.174,15,Fernando ALONSO,14,228.72000000000003,35.7,1007.0,0,0.9,82,39.0,31.4
Practice 2,2025,6.174,16,Oliver BEARMAN,87,222.85447058823527,35.7,1007.0,0,0.9,82,39.0,31.4
Practice 2,2025,6.174,17,Jack DOOHAN,7,197.43294736842105,35.7,1007.0,0,0.9,82,39.0,31.4
Practice 2,2025,6.174,18,Lance STROLL,18,231.07625000000002,35.7,1007.0,0,0.9,82,39.0,31.4
Practice 2,2025,6.174,19,Esteban OCON,31,190.9015,35.7,1007.0,0,0.9,82,39.0,31.4
Practice 2,2025,6.174,20,Gabriel BORTOLETO,5,0.0,35.7,1007.0,0,0.9,82,39.0,31.4
Practice 3,2025,6.174,1,Lando NORRIS,4,179.69052941176471,44.7,1005.6,0,1.1,281,55.0,29.6
Practice 3,2025,6.174,2,Oscar PIASTRI,81,170.79044444444446,44.7,1005.6,0,1.1,281,55.0,29.6
Practice 3,2025,6.174,3,George RUSSELL,63,170.263625,44.7,1005.6,0,1.1,281,55.0,29.6
Practice 3,2025,6.174,4,Max VERSTAPPEN,1,223.22407692307692,44.7,1005.6,0,1.1,281,55.0,29.6
Practice 3,2025,6.174,5,Charles LECLERC,16,160.44070000000002,44.7,1005.6,0,1.1,281,55.0,29.6
Practice 3,2025,6.174,6,Alexander ALBON,23,185.30180000000001,44.7,1005.6,0,1.1,281,55.0,29.6
Practice 3,2025,6.174,7,Carlos SAINZ,55,189.84099999999995,44.7,1005.6,0,1.1,281,55.0,29.6
Practice 3,2025,6.174,8,Pierre GASLY,10,169.88326666666666,44.7,1005.6,0,1.1,281,55.0,29.6
Practice 3,2025,6.174,9,Yuki TSUNODA,22,199.4983076923077,44.7,1005.6,0,1.1,281,55.0,29.6
Practice 3,2025,6.174,10,Kimi ANTONELLI,12,157.25594117647063,44.7,1005.6,0,1.1,281,55.0,29.6
Practice 3,2025,6.174,11,Isack HADJAR,6,208.58825000000002,44.7,1005.6,0,1.1,281,55.0,29.6
Practice 3,2025,6.174,12,Lewis HAMILTON,44,174.26068421052634,44.7,1005.6,0,1.1,281,55.0,29.6
Practice 3,2025,6.174,13,Liam LAWSON,30,182.1041764705882,44.7,1005.6,0,1.1,281,55.0,29.6
Practice 3,2025,6.174,14,Fernando ALONSO,14,195.0182777777778,44.7,1005.6,0,1.1,281,55.0,29.6
Practice 3,2025,6.174,15,Jack DOOHAN,7,188.93035000000003,44.7,1005.6,0,1.1,281,55.0,29.6
Practice 3,2025,6.174,16,Oliver BEARMAN,87,244.25557142857141,44.7,1005.6,0,1.1,281,55.0,29.6
Practice 3,2025,6.174,17,Nico HULKENBERG,27,186.29313333333332,44.7,1005.6,0,1.1,281,55.0,29.6
Practice 3,2025,6.174,18,Esteban OCON,31,181.51878947368422,44.7,1005.6,0,1.1,281,55.0,29.6
Practice 3,2025,6.174,19,Gabriel BORTOLETO,5,167.75565217391303,44.7,1005.6,0,1.1,281,55.0,29.6
Practice 3,2025,6.174,20,Lance STROLL,18,193.4672222222222,44.7,1005.6,0,1.1,281,55.0,29.6
Qualifying,2025,6.174,1,Max VERSTAPPEN,1,235.6973529411765,36.9,1006.6,0,0.9,68,44.0,31.4
Qualifying,2025,6.174,2,Oscar PIASTRI,81,246.1003125,36.9,1006.6,0,0.9,68,44.0,31.4
Qualifying,2025,6.174,3,George RUSSELL,63,274.32428571428574,36.9,1006.6,0,0.9,68,44.0,31.4
Qualifying,2025,6.174,4,Charles LECLERC,16,237.34905882352936,36.9,1006.6,0,0.9,68,44.0,31.4
Qualifying,2025,6.174,5,Kimi ANTONELLI,12,255.89913333333334,36.9,1006.6,0,0.9,68,44.0,31.4
Qualifying,2025,6.174,6,Carlos SAINZ,55,202.3309,36.9,1006.6,0,0.9,68,44.0,31.4
Qualifying,2025,6.174,7,Lewis HAMILTON,44,229.95035294117648,36.9,1006.6,0,0.9,68,44.0,31.4
Qualifying,2025,6.174,8,Yuki TSUNODA,22,289.82115384615383,36.9,1006.6,0,0.9,68,44.0,31.4
Qualifying,2025,6.174,9,Pierre GASLY,10,209.2654210526316,36.9,1006.6,0,0.9,68,44.0,31.4
Qualifying,2025,6.174,10,Lando NORRIS,4,316.239,36.9,1006.6,0,0.9,68,44.0,31.4
Qualifying,2025,6.174,11,Alexander ALBON,23,161.70161538461537,36.9,1006.6,0,0.9,68,44.0,31.4
Qualifying,2025,6.174,12,Liam LAWSON,30,204.1529,36.9,1006.6,0,0.9,68,44.0,31.4
Qualifying,2025,6.174,13,Fernando ALONSO,14,182.17953846153844,36.9,1006.6,0,0.9,68,44.0,31.4
Qualifying,2025,6.174,14,Isack HADJAR,6,188.0026363636364,36.9,1006.6,0,0.9,68,44.0,31.4
Qualifying,2025,6.174,15,Oliver BEARMAN,87,168.60185714285714,36.9,1006.6,0,0.9,68,44.0,31.4
Qualifying,2025,6.174,16,Lance STROLL,18,127.07524999999998,36.9,1006.6,0,0.9,68,44.0,31.4
Qualifying,2025,6.174,17,Jack DOOHAN,7,123.58825,36.9,1006.6,0,0.9,68,44.0,31.4
Qualifying,2025,6.174,18,Nico HULKENBERG,27,141.49214285714288,36.9,1006.6,0,0.9,68,44.0,31.4
Qualifying,2025,6.174,19,Esteban OCON,31,132.422875,36.9,1006.6,0,0.9,68,44.0,31.4
Qualifying,2025,6.174,20,Gabriel BORTOLETO,5,144.7162857142857,36.9,1006.6,0,0.9,68,44.0,31.4
Race,2025,6.174,1,Oscar PIASTRI,81,97.34682051282051,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,2,Max VERSTAPPEN,1,97.95586842105266,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,3,Charles LECLERC,16,98.05976315789474,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,4,Lando NORRIS,4,97.84241025641026,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,5,George RUSSELL,63,98.23052631578946,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,6,Kimi ANTONELLI,12,98.18065789473687,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,7,Lewis HAMILTON,44,98.64926315789471,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,8,Carlos SAINZ,55,99.11689473684211,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,9,Alexander ALBON,23,99.15889189189188,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,10,Isack HADJAR,6,98.92276315789475,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,11,Liam LAWSON,30,99.07237837837836,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,12,Fernando ALONSO,14,98.98332432432433,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,13,Oliver BEARMAN,87,99.361,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,14,Esteban OCON,31,99.19289189189189,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,15,Gabriel BORTOLETO,5,99.3815945945946,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,16,Nico HULKENBERG,27,99.40489189189188,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,17,Jack DOOHAN,7,99.5846052631579,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,17,Lance STROLL,18,99.73170270270265,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,19,Yuki TSUNODA,22,0.0,36.7,1007.3,0,1.5,337,47.0,31.6
Race,2025,6.174,20,Pierre GASLY,10,0.0,36.7,1007.3,0,1.5,337,47.0,31.6
